product	AUS	CaOx	DCT	DCT_DHICA	DHICA_ox	TYR	binuclear_AspCuB	binuclear_TyrCuA	binuclear_TyrCuB	biosynthetic	hemocyanin	mononuclear_AspCuB_Zn	mononuclear_CuA_loss	mononuclear_CuB_loss	mononuclear_LeuCuA	mononuclear_ProCuB	neither_Microbispora	neither_liverfluke	oAPO	oMP
gpp34 family phosphoprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
gpr180 isoform 1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpr180 isoform 2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
groes-like protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
gtp cyclohydrolase-like protein ii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
gtpase activating protein (gap)	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
guanine nucleotide binding protein, alpha subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
guanyl-specific ribonuclease n1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
h+-atpase g subunit-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
h6st3 sulfotransferase	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
had-like domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
hat family dimerization protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hco3 transporter family-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
heat shock protein dnaj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
heavy metal translocating p-type atpase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
helix-turn-helix domain-containing protein	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0
helix-turn-helix transcriptional regulator	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0
hemagglutinin	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heme peroxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
heparan-alpha-glucosaminide n-acetyltransferase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heparan-sulfate 6-o-sulfotransferase 3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heparan-sulfate 6-o-sulfotransferase 3-b	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
het domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
het domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16
het-domain-containing protein	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	24
heterokaryon incompatibility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
heterokaryon incompatibility protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29
heterokaryon incompatibility protein 6, or allele	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4
heterokaryon incompatibility protein-domain-containing protein	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	78
hhe domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
high affinity iron permease ftra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
high affinity methionine permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
high-affinity methionine permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
high-affinity nicotinic acid transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
highly reducing polyketide synthase glol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
histidine kinase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
histidine phosphatase superfamily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
histone acetyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
histone-fold-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
histone-lysine n-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
hnh endonuclease	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hnm1-choline permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
homeobox domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
homeobox kn domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
hopanoid-associated sugar epimerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
hydantoinase/oxoprolinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
hydrolase	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3
hypothethical protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hypothetical predicted protein	0	0	0	93	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	6
hypothetical protein f442_12613	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
hypothetical protein predicted by glimmer/critica	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hypothetical protein, variant	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	5	0
hypothetical protein, variant 1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	1
hypothetical protein, variant 2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	1
hypothetical protein, variant 3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0
inactive ubiquitin carboxyl-terminal hydrolase 53	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
indole-3-glycerol phosphate synthase-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
indoleamine 2,3-dioxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
inosine/uridine-preferring nucleoside hydrolase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
inositol polyphosphate kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
integral membrane family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45
integral membrane gpr180	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
integral membrane protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	51
integral membrane protein gpr180	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
interleukin-8-like	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intradiol ring-cleavage dioxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ire protein kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
iron permease ftr1 family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
iron transport multicopper oxidase fet3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
iron transport multicopper oxidase fetc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
is110 family transposase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
isochorismatase hydrolase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
isocitrate lyase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
isocitrate lyase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
isocitrate lyase and phosphorylmutase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
isoflavone reductase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
isotrichodermin c-15 hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
iswi chromatin-remodeling complex atpase isw2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
jacalin-like lectin domain	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
kdm4c demethylase	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kinase domain-containing protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
kinase-like domain-containing protein	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	39
kinase-like protein	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	10
kinesin light chain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
kynureninase (l-kynurenine hydrolase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
l domain-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
l-asparaginase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14
l-aspartase-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
l-dopachrome tautomerase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l-rhamnonate dehydratase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
laccase-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
laccase-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
laci family dna-binding transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
laci family transcriptional regulator	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
lactose permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
large subunit ribosomal protein l31e	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
lens epithelium-derived growth factor	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leptomycin b resistance protein pmd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
leucine aminopeptidase 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
leucine rich adaptor protein 1 like	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leucine rich adaptor protein 1-like	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leucine rich adaptor protein 1-like protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leukocyte cell-derived chemotaxin 1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lipopolysaccharide biosynthesis protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
lipoxygenase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
long-chain fatty acid--coa ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
lorf2 protein	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
low affinity potassium transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
lur1l protein	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lurap1l isoform 1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
luxr c-terminal-related transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
lysine-specific demethylase 4c	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysine-specific demethylase 4c isoform x1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysr family transcriptional regulator	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
major facilitator superfamily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
major facilitator superfamily domain general substrate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
major facilitator superfamily domain-containing protein	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	33	90
major facilitator superfamily protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
major facilitator superfamily transporter	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	53
major intrinsic protein	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
mannose-specific lectin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
mannosyl-3-phosphoglycerate synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
marr family transcriptional regulator	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
mate efflux family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
mbnl2 protein	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mboat family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mediator complex, subunit med18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mediator of rna polymerase ii transcription subunit 10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
meiosis induction protein kinase ime2/sme1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
membrane protein	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
membrane-bound transcription factor site-1 protease	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
merr family transcriptional regulator	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
metal dependent phosphohydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
metallo-dependent phosphatase-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
methyltransferase	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	5
methyltransferase cmcj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
methyltransferase domain-containing protein	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	7
methyltransferase fkbm	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
methyltransferase-like protein	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
mfs drug efflux	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mfs general substrate transporter	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	30	33
mfs monocarboxylate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mfs multidrug resistance transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
mfs transporter	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	9
mini-chromosome maintenance replisome factor-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
minor extracellular protease vpr protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mitochondrial carrier	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
mitochondrial enolase superfamily member 1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mitochondrial import inner membrane translocase subunit tim23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
mitochondrial k+-h+ exchange-related-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
mitochondrial nuclease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
mitochondrial outer membrane protein iml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mitochondrial outer membrane translocase complex, subunit tom22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12
mitochondrial zinc maintenance protein 1, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mitogen-activated protein kinase mpkc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
moab/mog domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
mod-a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
molecular chaperone (dnaj superfamily)	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
monooxygenase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
mot2 protein	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz isoform 10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz isoform 11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz isoform 13	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz protein	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz_human ame: full=multiple pdz domain protein	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mrna splicing protein	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mrp4 protein	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mu-type opioid receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
multicopper oxidase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37
multidrug resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
multidrug resistance-associated	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug resistance-associated protein 4	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multiple pdz domain crumbs cell polarity complex component	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multiple pdz domain protein	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multiple pdz domain protein isoform 2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multiple pdz domain protein isoform x1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multiple pdz domain protein-like	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
myb-like dna-binding protein bas1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
myo-inositol transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
myosin regulatory light chain 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
n amino acid transport system protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
n-(5'-phosphoribosyl)anthranilate isomerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
n-acetylglucosaminyl-phosphatidylinositol de-n-acetylase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
n-acetylmuramic acid 6-phosphate etherase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
n-acetyltransferase	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
na(+)/h(+) antiporter 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
na+ h+ antiporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
nad(p)-binding domain-containing protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
nad(p)-binding protein	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13	29
nad(p)-dependent alcohol dehydrogenase protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
nad(p)-dependent oxidoreductase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nad-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
nad-dependent glycerol-3-phosphate dehydrogenase n-terminus-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
nadh cytb-reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
nadh-cytochrome b5 reductase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
nadh:ubiquinone oxidoreductase 11.6kd subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
nadp-dependent oxidoreductase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
nadph-dependent f420 reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
nadph-dependent fmn reductase	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0
ncs1 nucleoside transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16
nfib factor	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nfip2 protein	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrilase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
nitrogen assimilation transcription factor nira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
non-canonical non-ribosomal peptide synthetase fub8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
nonribosomal peptide synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
nuclear factor 1 b-type	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nuclear factor 1 b-type isoform x1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nucleophile aminohydrolase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
nucleoporin subcomplex protein binding to pom34-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
nucleotide-diphospho-sugar transferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14
o-antigen ligase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
o-glycoside alpha-1,2-mannosyltransferase 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
o-methyltransferase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
omega-amidase nit3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
onanonoxo-7-onima-8-eninoihtemlysoneda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
otu-like cysteine protease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
oxalate decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
oxgr1 protein	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxidoreductase	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	14
oxidoreductase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
oxidoreductase short chain dehydrogenase reductase family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
oxygen-dependent choline dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
p-loop containing nucleoside triphosphate hydrolase protein	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	48
pa domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
paired mesoderm homeobox protein 2b	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
palmitoyltransferase zdhhc21	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pantothenate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
pantothenate transporter liz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
para-nitrobenzyl esterase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
pathway-specific nitrogen regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
pectate lyase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
pectin lyase fold/virulence factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
pepsin-like aspartic protease a1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
peptidase	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
peptidase m16 inactive domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
peptidase m20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
peptidase m24, structural domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
peptidase s10 serine carboxypeptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
peptidase s28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
peptidase s8/s53 domain-containing protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	12
peptide methionine sulfoxide reductase msra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
peptide transporter ptr2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
peptidoglycan-binding protein	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptidyl-lys metalloendopeptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
permease of the major facilitator superfamily	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
peroxin 8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
peroxisomal membrane protein pex17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
phenazine biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
phenylacetaldoxime dehydratase family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
pheromone receptor 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
phosphatase 2c-like domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
phosphate acetyltransferase	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidate cytidylyltransferase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
phosphatidylethanolamine-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
