keyword	AUS	CaOx	DCT	DCT_DHICA	DHICA_ox	TYR	binuclear_AspCuB	binuclear_TyrCuA	binuclear_TyrCuB	biosynthetic	hemocyanin	mononuclear_AspCuB_Zn	mononuclear_CuA_loss	mononuclear_CuB_loss	mononuclear_LeuCuA	mononuclear_ProCuB	neither_Microbispora	neither_liverfluke	oAPO	oMP
substrate	0	0	0	10	0	1	0	0	0	0	5	0	0	0	0	0	0	0	39	76
substrate-binding	0	0	0	11	0	1	0	0	0	0	2	0	0	0	0	0	0	0	5	1
subtilisin-like	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12
subunit	0	0	0	206	0	1	0	0	1	0	37	0	1	1	0	1	0	2	128	337
subunit-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
subunit-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
succinate	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
sugar	0	0	0	11	0	1	0	0	0	1	6	0	0	0	0	0	0	0	7	38
sulfatase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
sulfate	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10
sulfite	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11
sulfonate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
sulfotransferase	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
superfamily	0	0	0	29	0	4	0	0	0	0	11	0	0	0	0	0	0	0	96	228
superfamily-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
suppressor	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
surf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
surface	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8
surface-anchored	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sv=1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	21	4
sx21b	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
synaptopodin-2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
synaptotagmin-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
synaptotagmin-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1
synthase	0	0	0	59	0	1	0	0	0	1	10	1	0	0	0	0	0	0	86	177
synthase-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
synthase-like	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	5
synthetase	0	0	0	20	0	0	0	0	0	0	6	0	0	0	0	0	0	0	24	82
synthetase-like	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	10
system	0	0	0	31	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	5
t-complex	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8
tachykinin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
tartrate	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11
taurine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
tautomerase	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tdp-glucose	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
telomere	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
terminal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2
terminal-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
tetr	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
tetr/acrr	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
tetracycline	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	10
tetratricopeptide	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21
tgds	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thermostable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
thiamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
thioester	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15
thioesterase-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
thiol	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
thiolase,	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
thioredoxin	0	0	0	3	0	1	0	0	0	0	10	0	0	0	0	0	0	0	1	3
thioredoxin-like	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	8
threonine	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	8
tim23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
tom22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14
toxin	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2
toxin-antitoxin	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcriptase	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2
transcription	0	0	0	68	0	0	0	0	0	3	7	0	0	0	0	0	0	0	78	146
transcriptional	0	0	0	83	0	9	0	0	0	0	8	0	0	0	0	0	0	0	73	34
transfer	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9
transferase	0	0	0	20	0	2	0	0	0	0	2	0	0	0	0	0	0	0	21	76
transferase/acyl	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
transferase/peroxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
translation	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	38
translocase	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	19
transmembrane	0	0	0	23	0	4	0	0	0	0	9	0	0	1	0	0	0	0	36	19
transport	0	0	0	32	0	3	0	0	0	0	6	0	0	0	0	0	0	0	23	64
transporter	0	0	0	111	0	7	0	0	0	2	51	0	0	0	0	0	0	0	199	429
transporter,	0	0	0	2	0	5	0	0	0	1	3	0	0	0	0	0	0	0	2	5
transporter-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
transporter-like	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
transposable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
transposase	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0
tri7-trichothecene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
triacylglycerol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
trichodiene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4
trichothecene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3
trimeric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
tripeptidyl-peptidase	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
triphosphate	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	16	51
trna	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	14
tryptophan	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	8
tt39b	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tumors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
tyr-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
tyr-3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0
tyrosinase	0	0	0	21	0	2	0	0	0	0	16	0	0	0	0	0	0	2	66	11
tyrosinase-like	0	0	0	16	0	0	0	0	0	0	8	0	0	0	0	0	0	0	25	5
tyrosinase:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
tyrosine	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
tyrosine--trna	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
tyrosine-protein	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10
tyrp1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ubid	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0
ubiquitin	0	0	0	15	0	0	0	0	0	1	3	0	0	0	0	0	0	0	6	20
ubiquitin-conjugating	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	32
ubiquitin-protein	0	0	0	17	0	3	0	0	0	0	2	0	0	0	0	0	0	0	6	10
udp-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
udp-galactopyranose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
udp-glucose:glycoprotein	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
udp-n-acetylglucosamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
uggg2	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uhrf2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unc93-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
unit	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8
units	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	10
universal	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
unknown	0	0	0	58	0	7	0	0	0	0	23	0	0	0	0	0	0	0	8	53
unnamed	0	0	0	1	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	1
upf0489	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
upf0658	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
uptake	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
uracil	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
uridine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
uroporphyrin-iii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
uspa	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vacuolar	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	10	24
vacuole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4
vapc	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
variant	0	0	0	47	0	2	0	0	1	0	63	0	0	0	0	0	0	0	17	4
vb-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
vegetative	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	14
vesicle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
voltage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
vps53-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
wall	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13
wd40	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	9
wd40-repeat-containing	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16
winged	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ysc84-like	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0
ytcj-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ytm1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
zdh21	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zdhhc21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zinc	0	0	0	27	0	1	0	0	0	0	2	0	0	0	0	0	0	0	17	66
zinc-binding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23
zinc-type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1
zn-iron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
