accession,kingdom,phylum,genus
A0A251T9H9,Plants,Streptophyta,Helianthus
A0A251TAZ6,Plants,Streptophyta,Helianthus
A0A251TBX0,Plants,Streptophyta,Helianthus
A0A251TCC9,Plants,Streptophyta,Helianthus
A0A251TE56,Plants,Streptophyta,Helianthus
A0A251TN65,Plants,Streptophyta,Helianthus
A0A251TYX0,Plants,Streptophyta,Helianthus
A0A254T7E5,Bacteria,Pseudomonadota,Noviherbaspirillum
A0A254TX54,Fungi,Ascomycota,Aspergillus
A0A254U1W7,Fungi,Ascomycota,Aspergillus
A0A254U6B9,Fungi,Ascomycota,Aspergillus
A0A254U6L8,Fungi,Ascomycota,Aspergillus
A0A254UGL9,Fungi,Ascomycota,Aspergillus
A0A254UH84,Fungi,Ascomycota,Aspergillus
A0A255XTK6,Bacteria,Pseudomonadota,Elstera
A0A255XVR5,Bacteria,Pseudomonadota,Elstera
A0A255Z219,Bacteria,Pseudomonadota,Niveispirillum
A0A260YNQ5,Animals,Nematoda,Caenorhabditis
A0A260YVH4,Animals,Nematoda,Caenorhabditis
A0A260Z9J2,Animals,Nematoda,Caenorhabditis
A0A260ZAA2,Animals,Nematoda,Caenorhabditis
A0A260ZHJ1,Animals,Nematoda,Caenorhabditis
A0A261A2D2,Animals,Nematoda,Caenorhabditis
A0A261ABC6,Animals,Nematoda,Caenorhabditis
A0A261AMC7,Animals,Nematoda,Caenorhabditis
A0A261ART6,Animals,Nematoda,Caenorhabditis
A0A261BLL2,Animals,Nematoda,Caenorhabditis
A0A261BML5,Animals,Nematoda,Caenorhabditis
A0A261BV78,Animals,Nematoda,Caenorhabditis
A0A261BVR8,Animals,Nematoda,Caenorhabditis
A0A261GRE4,Bacteria,Pseudomonadota,Hahella
A0A261GVB1,Bacteria,Pseudomonadota,Hahella
A0A267E0U8,Animals,Platyhelminthes,Macrostomum
A0A267EJI9,Animals,Platyhelminthes,Macrostomum
A0A267G1D3,Animals,Platyhelminthes,Macrostomum
A0A270R4T3,Plants,Streptophyta,Panicum
A0A270R4U3,Plants,Streptophyta,Panicum
A0A284QKJ8,Fungi,Basidiomycota,Armillaria
A0A284QKL8,Fungi,Basidiomycota,Armillaria
A0A284QL89,Fungi,Basidiomycota,Armillaria
A0A284QNI4,Fungi,Basidiomycota,Armillaria
A0A284QUC6,Fungi,Basidiomycota,Armillaria
A0A284QY39,Fungi,Basidiomycota,Armillaria
A0A284R0V1,Fungi,Basidiomycota,Armillaria
A0A284RJ44,Fungi,Basidiomycota,Armillaria
A0A284RMD2,Fungi,Basidiomycota,Armillaria
A0A284RME6,Fungi,Basidiomycota,Armillaria
A0A284RNM6,Fungi,Basidiomycota,Armillaria
A0A284RQQ2,Fungi,Basidiomycota,Armillaria
A0A284RQX4,Fungi,Basidiomycota,Armillaria
A0A284RVV9,Fungi,Basidiomycota,Armillaria
A0A285BU58,Bacteria,Pseudomonadota,Nitrosomonas
A0A285GNL0,Bacteria,Actinomycetota,Paractinoplanes
A0A285MR25,Bacteria,Bacteroidota,Flagellimonas
A0A285N1Q2,Bacteria,Bacteroidota,Flagellimonas
A0A286K027,Animals,Mollusca,Pinctada
A0A286MEA3,Plants,Streptophyta,Physalis
A0A286Q4G7,Animals,Chordata,Theloderma
A0A286Q4G8,Animals,Chordata,Theloderma
A0A286Q4G9,Animals,Chordata,Theloderma
A0A286Q4H4,Animals,Chordata,Theloderma
A0A286Q4H5,Animals,Chordata,Theloderma
A0A286Q4H6,Animals,Chordata,Theloderma
A0A286Q4H7,Animals,Chordata,Theloderma
A0A286Q4H8,Animals,Chordata,Theloderma
A0A286Q4H9,Animals,Chordata,Theloderma
A0A286Q4I0,Animals,Chordata,Theloderma
A0A286Q4I1,Animals,Chordata,Theloderma
A0A286Q4I2,Animals,Chordata,Theloderma
A0A286Q4I3,Animals,Chordata,Theloderma
A0A286Q4I6,Animals,Chordata,Theloderma
A0A286Q4I8,Animals,Chordata,Theloderma
A0A286Q4I9,Animals,Chordata,Nyctixalus
A0A286Q4J7,Animals,Chordata,Theloderma
A0A286Q4K0,Animals,Chordata,Theloderma
A0A286Q4K8,Animals,Chordata,Buergeria
A0A286UXE3,Fungi,Basidiomycota,Pyrrhoderma
A0A286UXH5,Fungi,Basidiomycota,Pyrrhoderma
A0A286ZW59,Animals,Chordata,Sus
A0A290DTF2,Animals,Chordata,Colostethus
A0A290DTG1,Animals,Chordata,Phantasmarana
A0A290DTH7,Animals,Chordata,Allobates
A0A290DTI5,Animals,Chordata,Ectopoglossus
A0A290DTJ3,Animals,Chordata,Anomaloglossus
A0A290DU56,Animals,Chordata,Leucostethus
A0A290DU63,Animals,Chordata,Ranitomeya
A0A290DUI8,Animals,Chordata,Colostethus
A0A290DUJ9,Animals,Chordata,Silverstoneia
A0A290DX58,Animals,Chordata,Colostethus
A0A290DX68,Animals,Chordata,Mannophryne
A0A290E3N6,Animals,Chordata,Andinobates
A0A290E3P9,Animals,Chordata,Ectopoglossus
A0A290E8U0,Animals,Chordata,Leucostethus
A0A290E8V8,Animals,Chordata,Ranitomeya
A0A290EAF7,Animals,Chordata,Anomaloglossus
A0A290EAH4,Animals,Chordata,Hyloxalus
A0A290EAI2,Animals,Chordata,Allobates
A0A290EAJ1,Animals,Chordata,Colostethus
A0A290EAM0,Animals,Chordata,Silverstoneia
A0A290EAV0,Animals,Chordata,Anomaloglossus
A0A291Q8A9,Bacteria,Actinomycetota,Streptomyces
A0A292FYZ7,Animals,Chordata,Carassius
A0A292FZQ3,Animals,Chordata,Rhynchocypris
A0A292PHN7,Fungi,Ascomycota,Tuber
A0A292PKA2,Fungi,Ascomycota,Tuber
A0A292PY08,Fungi,Ascomycota,Tuber
A0A292PZ61,Fungi,Ascomycota,Tuber
A0A292Q0S9,Fungi,Ascomycota,Tuber
A0A2A2CYM0,Bacteria,Actinomycetota,Streptomyces
A0A2A2CZR1,Bacteria,Actinomycetota,Streptomyces
A0A2A2D8R7,Bacteria,Actinomycetota,Streptomyces
A0A2A2J702,Animals,Nematoda,Diploscapter
A0A2A2J8D8,Animals,Nematoda,Diploscapter
A0A2A2JAK5,Animals,Nematoda,Diploscapter
A0A2A2JDD4,Animals,Nematoda,Diploscapter
A0A2A2JDX4,Animals,Nematoda,Diploscapter
A0A2A2JLU7,Animals,Nematoda,Diploscapter
A0A2A2JPQ9,Animals,Nematoda,Diploscapter
A0A2A2JXL7,Animals,Nematoda,Diploscapter
A0A2A2KE11,Animals,Nematoda,Diploscapter
A0A2A2KHM8,Animals,Nematoda,Diploscapter
A0A2A2KHX6,Animals,Nematoda,Diploscapter
A0A2A2KI00,Animals,Nematoda,Diploscapter
A0A2A2KI46,Animals,Nematoda,Diploscapter
A0A2A2KI70,Animals,Nematoda,Diploscapter
A0A2A2KPI7,Animals,Nematoda,Diploscapter
A0A2A2KQK3,Animals,Nematoda,Diploscapter
A0A2A2KR94,Animals,Nematoda,Diploscapter
A0A2A2KT25,Animals,Nematoda,Diploscapter
A0A2A2KT57,Animals,Nematoda,Diploscapter
A0A2A2KT69,Animals,Nematoda,Diploscapter
A0A2A2KT76,Animals,Nematoda,Diploscapter
A0A2A2KT86,Animals,Nematoda,Diploscapter
A0A2A2KT89,Animals,Nematoda,Diploscapter
A0A2A2KT90,Animals,Nematoda,Diploscapter
A0A2A2KT92,Animals,Nematoda,Diploscapter
A0A2A2KT95,Animals,Nematoda,Diploscapter
A0A2A2KT96,Animals,Nematoda,Diploscapter
A0A2A2KTJ9,Animals,Nematoda,Diploscapter
A0A2A2KTL5,Animals,Nematoda,Diploscapter
A0A2A2KWS8,Animals,Nematoda,Diploscapter
A0A2A2L189,Animals,Nematoda,Diploscapter
A0A2A2L724,Animals,Nematoda,Diploscapter
A0A2A2L7X7,Animals,Nematoda,Diploscapter
A0A2A2LC42,Animals,Nematoda,Diploscapter
A0A2A2LIM0,Animals,Nematoda,Diploscapter
A0A2A2MFM9,Bacteria,Pseudomonadota,Hafnia
A0A2A2PN16,Bacteria,Pseudomonadota,Pseudomonas
A0A2A4FEF3,Bacteria,Pseudomonadota,Burkholderia
A0A2A4FK57,Bacteria,Pseudomonadota,Burkholderia
A0A2A5KJE3,Bacteria,Pseudomonadota,Rhizobium
A0A2A6B3L8,Animals,Nematoda,Pristionchus
A0A2A6BIE1,Animals,Nematoda,Pristionchus
A0A2A6BQG6,Animals,Nematoda,Pristionchus
A0A2A6BT42,Animals,Nematoda,Pristionchus
A0A2A6C0P8,Animals,Nematoda,Pristionchus
A0A2A6C3B5,Animals,Nematoda,Pristionchus
A0A2A6C452,Animals,Nematoda,Pristionchus
A0A2A6CJW1,Animals,Nematoda,Pristionchus
A0A2A6J2U9,Bacteria,Pseudomonadota,Rhizobium
A0A2A7N7N2,Bacteria,Actinomycetota,Mycolicibacterium
A0A2A7SC70,Bacteria,Pseudomonadota,Burkholderia
A0A2A9NYK6,Fungi,Basidiomycota,Amanita
A0A2A9P2X5,Fungi,Ascomycota,Ophiocordyceps
A0A2A9PFR7,Fungi,Ascomycota,Ophiocordyceps
A0A2A9PJA7,Fungi,Ascomycota,Ophiocordyceps
A0A2A9PJB5,Fungi,Ascomycota,Ophiocordyceps
A0A2A9PND3,Fungi,Ascomycota,Ophiocordyceps
A0A2A9PRJ6,Fungi,Ascomycota,Ophiocordyceps
A0A2A9PSU3,Fungi,Ascomycota,Ophiocordyceps
A0A2B4R7J8,Animals,Cnidaria,Stylophora
A0A2B4RIN6,Animals,Cnidaria,Stylophora
A0A2B4RKW6,Animals,Cnidaria,Stylophora
A0A2B4RN75,Animals,Cnidaria,Stylophora
A0A2B4RNC9,Animals,Cnidaria,Stylophora
A0A2B4RPF7,Animals,Cnidaria,Stylophora
A0A2B4RQ59,Animals,Cnidaria,Stylophora
A0A2B4RQQ5,Animals,Cnidaria,Stylophora
A0A2B4S3Z0,Animals,Cnidaria,Stylophora
A0A2B4SFS2,Animals,Cnidaria,Stylophora
A0A2B4SG55,Animals,Cnidaria,Stylophora
A0A2B4SQ19,Animals,Cnidaria,Stylophora
A0A2B4STS7,Animals,Cnidaria,Stylophora
A0A2B7WG80,Fungi,Ascomycota,Helicocarpus
A0A2B7WHR8,Fungi,Ascomycota,Helicocarpus
A0A2B7WKZ8,Fungi,Ascomycota,Helicocarpus
A0A2B7WN75,Fungi,Ascomycota,Blastomyces
A0A2B7WWK3,Fungi,Ascomycota,Helicocarpus
A0A2B7WX14,Fungi,Ascomycota,Helicocarpus
A0A2B7WZX3,Fungi,Ascomycota,Blastomyces
A0A2B7X0H1,Fungi,Ascomycota,Blastomyces
A0A2B7X1D4,Fungi,Ascomycota,Blastomyces
A0A2B7X3E4,Fungi,Ascomycota,Blastomyces
A0A2B7X5B2,Fungi,Ascomycota,Blastomyces
A0A2B7X6I9,Fungi,Ascomycota,Blastomyces
A0A2B7XQF2,Fungi,Ascomycota,Helicocarpus
A0A2B7XVW2,Fungi,Ascomycota,Helicocarpus
A0A2B7XWW1,Fungi,Ascomycota,Helicocarpus
A0A2B7XYY6,Fungi,Ascomycota,Polytolypa
A0A2B7XZH1,Fungi,Ascomycota,Helicocarpus
A0A2B7Y0Z4,Fungi,Ascomycota,Polytolypa
A0A2B7Y1Z4,Fungi,Ascomycota,Polytolypa
A0A2B7Y2D7,Fungi,Ascomycota,Helicocarpus
A0A2B7Y3U7,Fungi,Ascomycota,Polytolypa
A0A2B7Y571,Fungi,Ascomycota,Helicocarpus
A0A2B7YAT8,Fungi,Ascomycota,Polytolypa
A0A2B7YCJ2,Fungi,Ascomycota,Helicocarpus
A0A2B7YDC2,Fungi,Ascomycota,Helicocarpus
A0A2B7YF50,Fungi,Ascomycota,Polytolypa
A0A2B7YQX0,Fungi,Ascomycota,Polytolypa
A0A2B7YR81,Fungi,Ascomycota,Polytolypa
A0A2B7Z651,Fungi,Ascomycota,Emergomyces
A0A2B7ZAM7,Fungi,Ascomycota,Emergomyces
A0A2B7ZD97,Fungi,Ascomycota,Emergomyces
A0A2B7ZFZ8,Fungi,Ascomycota,Emergomyces
A0A2B7ZKP4,Fungi,Ascomycota,Emergomyces
A0A2B7ZS17,Fungi,Ascomycota,Emergomyces
A0A2B7ZTN1,Fungi,Ascomycota,Emergomyces
A0A2B8BFB1,Bacteria,Pseudomonadota,Azospirillum
A0A2C5X0B9,Fungi,Ascomycota,Ceratocystis
A0A2C5XK77,Fungi,Ascomycota,Ceratocystis
A0A2C5XL89,Fungi,Ascomycota,Ophiocordyceps
A0A2C5XTP8,Fungi,Ascomycota,Ophiocordyceps
A0A2C5Y901,Fungi,Ascomycota,Ophiocordyceps
A0A2C5YA96,Fungi,Ascomycota,Ophiocordyceps
A0A2C5YDY5,Fungi,Ascomycota,Ophiocordyceps
A0A2C5YFN0,Fungi,Ascomycota,Ophiocordyceps
A0A2C5YKI6,Fungi,Ascomycota,Ophiocordyceps
A0A2C5YLV5,Fungi,Ascomycota,Ophiocordyceps
A0A2C5YSY6,Fungi,Ascomycota,Ophiocordyceps
A0A2C5ZBU4,Fungi,Ascomycota,Ophiocordyceps
A0A2C5ZDY8,Fungi,Ascomycota,Ophiocordyceps
A0A2C5ZER1,Fungi,Ascomycota,Ophiocordyceps
A0A2C5ZGV6,Fungi,Ascomycota,Ophiocordyceps
A0A2C5ZMG7,Fungi,Ascomycota,Ophiocordyceps
A0A2C9JDT0,Animals,Mollusca,Biomphalaria
A0A2C9K9Y0,Animals,Mollusca,Biomphalaria
A0A2C9KDF9,Animals,Mollusca,Biomphalaria
A0A2C9KDI8,Animals,Mollusca,Biomphalaria
A0A2C9KDQ8,Animals,Mollusca,Biomphalaria
A0A2C9L419,Animals,Mollusca,Biomphalaria
A0A2C9LDT0,Animals,Mollusca,Biomphalaria
A0A2C9LE33,Animals,Mollusca,Biomphalaria
A0A2C9LHZ0,Animals,Mollusca,Biomphalaria
A0A2C9LTK6,Animals,Mollusca,Biomphalaria
A0A2C9M2G0,Animals,Mollusca,Biomphalaria
A0A2C9U520,Plants,Streptophyta,Manihot
A0A2D0N956,Bacteria,Bacteroidota,Flavilitoribacter
A0A2D0NGI4,Bacteria,Bacteroidota,Flavilitoribacter
A0A2D0QFY2,Animals,Chordata,Ictalurus
A0A2D0SW34,Animals,Chordata,Ictalurus
A0A2D0VJP4,Animals,Chordata,Zhangixalus
A0A2D0VJP9,Animals,Chordata,Zhangixalus
A0A2D2AU21,Bacteria,Pseudomonadota,Caulobacter
A0A2D2AXZ0,Bacteria,Pseudomonadota,Caulobacter
A0A2D3UP66,Fungi,Ascomycota,Ramularia
A0A2D3URD8,Fungi,Ascomycota,Ramularia
A0A2D3USA2,Fungi,Ascomycota,Ramularia
A0A2D3UTW4,Fungi,Ascomycota,Ramularia
A0A2D3UVV1,Fungi,Ascomycota,Ramularia
A0A2D3UWI9,Fungi,Ascomycota,Ramularia
A0A2D3UX83,Fungi,Ascomycota,Ramularia
A0A2D3V5Q1,Fungi,Ascomycota,Ramularia
A0A2D3V8K9,Fungi,Ascomycota,Ramularia
A0A2D3V8Z0,Fungi,Ascomycota,Ramularia
A0A2D3V9U3,Fungi,Ascomycota,Ramularia
A0A2D3VCR1,Fungi,Ascomycota,Ramularia
A0A2D3VEC3,Fungi,Ascomycota,Ramularia
A0A2D3VIH6,Fungi,Ascomycota,Ramularia
A0A2D3VL88,Fungi,Ascomycota,Ramularia
A0A2G2W2T9,Plants,Streptophyta,Capsicum
A0A2G2XEY0,Plants,Streptophyta,Capsicum
A0A2G2XHP8,Plants,Streptophyta,Capsicum
A0A2G2XM25,Plants,Streptophyta,Capsicum
A0A2G2XM38,Plants,Streptophyta,Capsicum
A0A2G2XM40,Plants,Streptophyta,Capsicum
A0A2G2XMF4,Plants,Streptophyta,Capsicum
A0A2G2XMG1,Plants,Streptophyta,Capsicum
A0A2G2XMI6,Plants,Streptophyta,Capsicum
A0A2G3A8M1,Plants,Streptophyta,Capsicum
A0A2G3ABT2,Plants,Streptophyta,Capsicum
A0A2G3AGB1,Plants,Streptophyta,Capsicum
A0A2G3AGB2,Plants,Streptophyta,Capsicum
A0A2G3AGC2,Plants,Streptophyta,Capsicum
A0A2G3AGD1,Plants,Streptophyta,Capsicum
A0A2G3AGD2,Plants,Streptophyta,Capsicum
A0A2G3AGE4,Plants,Streptophyta,Capsicum
A0A2G3AGJ6,Plants,Streptophyta,Capsicum
A0A2G3AP27,Plants,Streptophyta,Capsicum
A0A2G5BCT7,Fungi,Kickxellomycota,Coemansia
A0A2G5BCT9,Fungi,Kickxellomycota,Coemansia
A0A2G5BCU3,Fungi,Kickxellomycota,Coemansia
A0A2G5BD05,Fungi,Kickxellomycota,Coemansia
A0A2G5BDP2,Fungi,Kickxellomycota,Coemansia
A0A2G5BJJ6,Fungi,Kickxellomycota,Coemansia
A0A2G5BJJ9,Fungi,Kickxellomycota,Coemansia
A0A2G5BJN3,Fungi,Kickxellomycota,Coemansia
A0A2G5C0J9,Plants,Streptophyta,Aquilegia
A0A2G5CHA6,Plants,Streptophyta,Aquilegia
A0A2G5CHB1,Plants,Streptophyta,Aquilegia
A0A2G5CHC6,Plants,Streptophyta,Aquilegia
A0A2G5CHD7,Plants,Streptophyta,Aquilegia
A0A2G5CHD9,Plants,Streptophyta,Aquilegia
A0A2G5D3X8,Plants,Streptophyta,Aquilegia
A0A2G5D3X9,Plants,Streptophyta,Aquilegia
A0A2G5D408,Plants,Streptophyta,Aquilegia
A0A2G5DWL0,Plants,Streptophyta,Aquilegia
A0A2G5DX59,Plants,Streptophyta,Aquilegia
A0A2G5EJL9,Plants,Streptophyta,Aquilegia
A0A2G5EY05,Plants,Streptophyta,Aquilegia
A0A2G5H7T6,Fungi,Ascomycota,Cercospora
A0A2G5HJW8,Fungi,Ascomycota,Cercospora
A0A2G5HLZ7,Fungi,Ascomycota,Cercospora
A0A2G5HMB1,Fungi,Ascomycota,Cercospora
A0A2G5HME4,Fungi,Ascomycota,Cercospora
A0A2G5HTG4,Fungi,Ascomycota,Cercospora
A0A2G5HTJ1,Fungi,Ascomycota,Cercospora
A0A2G5HUW4,Fungi,Ascomycota,Cercospora
A0A2G5HVL9,Fungi,Ascomycota,Cercospora
A0A2G5HZD7,Fungi,Ascomycota,Cercospora
A0A2G5HZV8,Fungi,Ascomycota,Cercospora
A0A2G5I0E2,Fungi,Ascomycota,Cercospora
A0A2G5I1Q0,Fungi,Ascomycota,Cercospora
A0A2G5I5D8,Fungi,Ascomycota,Cercospora
A0A2G5ICH2,Fungi,Ascomycota,Cercospora
A0A2G5U285,Animals,Nematoda,Caenorhabditis
A0A2G5U340,Animals,Nematoda,Caenorhabditis
A0A2G5UKA1,Animals,Nematoda,Caenorhabditis
A0A2G5UKC2,Animals,Nematoda,Caenorhabditis
A0A2G5UKD5,Animals,Nematoda,Caenorhabditis
A0A2G5UT89,Animals,Nematoda,Caenorhabditis
A0A2G5VEH5,Animals,Nematoda,Caenorhabditis
A0A2G5VEY2,Animals,Nematoda,Caenorhabditis
A0A2G5VH62,Animals,Nematoda,Caenorhabditis
A0A2G5VHB5,Animals,Nematoda,Caenorhabditis
A0A2G5VHR3,Animals,Nematoda,Caenorhabditis
A0A2G5VWB7,Animals,Nematoda,Caenorhabditis
A0A2G7FK12,Fungi,Ascomycota,Aspergillus
A0A2G7FKJ2,Fungi,Ascomycota,Aspergillus
A0A2G7FKV0,Fungi,Ascomycota,Aspergillus
A0A2G7FQL5,Fungi,Ascomycota,Aspergillus
A0A2G7FTM7,Fungi,Ascomycota,Aspergillus
A0A2G7FYG7,Fungi,Ascomycota,Aspergillus
A0A2G7G703,Fungi,Ascomycota,Aspergillus
A0A2G7G7G7,Fungi,Ascomycota,Aspergillus
A0A2G7GBJ2,Fungi,Ascomycota,Aspergillus
A0A2G8L6J4,Animals,Echinodermata,Apostichopus
A0A2G8RMK1,Fungi,Basidiomycota,Ganoderma
A0A2G8RML5,Fungi,Basidiomycota,Ganoderma
A0A2G8SRB1,Fungi,Basidiomycota,Ganoderma
A0A2G8SXT1,Bacteria,Pseudomonadota,Massilia
A0A2G8SYB0,Bacteria,Pseudomonadota,Massilia
A0A2G8T113,Bacteria,Pseudomonadota,Massilia
A0A2G9FYD6,Plants,Streptophyta,Handroanthus
A0A2G9G0D2,Plants,Streptophyta,Handroanthus
A0A2G9G277,Plants,Streptophyta,Handroanthus
A0A2G9G4W6,Plants,Streptophyta,Handroanthus
A0A2G9G757,Plants,Streptophyta,Handroanthus
A0A2G9G763,Plants,Streptophyta,Handroanthus
A0A2G9GF61,Plants,Streptophyta,Handroanthus
A0A2G9GM60,Plants,Streptophyta,Handroanthus
A0A2G9GQP1,Plants,Streptophyta,Handroanthus
A0A2G9H164,Plants,Streptophyta,Handroanthus
A0A2G9H9E5,Plants,Streptophyta,Handroanthus
A0A2G9H9F0,Plants,Streptophyta,Handroanthus
A0A2G9H9F5,Plants,Streptophyta,Handroanthus
A0A2G9H9F8,Plants,Streptophyta,Handroanthus
A0A2G9RBS2,Animals,Chordata,Aquarana
A0A2G9SJE8,Animals,Chordata,Aquarana
A0A2G9SKI5,Animals,Chordata,Aquarana
A0A2G9SKN4,Animals,Chordata,Aquarana
A0A2G9T4C7,Animals,Nematoda,Teladorsagia
A0A2G9TA14,Animals,Nematoda,Teladorsagia
A0A2G9TLS4,Animals,Nematoda,Teladorsagia
A0A2G9TS96,Animals,Nematoda,Teladorsagia
A0A2G9TSB6,Animals,Nematoda,Teladorsagia
A0A2G9TWX3,Animals,Nematoda,Teladorsagia
A0A2G9TYZ8,Animals,Nematoda,Teladorsagia
A0A2G9U9G0,Animals,Nematoda,Teladorsagia
A0A2G9UFB4,Animals,Nematoda,Teladorsagia
A0A2G9ULP9,Animals,Nematoda,Teladorsagia
A0A2G9UMR0,Animals,Nematoda,Teladorsagia
A0A2G9UPF2,Animals,Nematoda,Teladorsagia
A0A2G9V4B3,Animals,Nematoda,Teladorsagia
A0A2H1CDX4,Animals,Platyhelminthes,Fasciola
A0A2H1FYF8,Fungi,Ascomycota,Zymoseptoria
A0A2H1G5Q6,Fungi,Ascomycota,Zymoseptoria
A0A2H1GBQ4,Fungi,Ascomycota,Zymoseptoria
A0A2H1GCI0,Fungi,Ascomycota,Zymoseptoria
A0A2H1GEV7,Fungi,Ascomycota,Zymoseptoria
A0A2H1GH96,Fungi,Ascomycota,Zymoseptoria
A0A2H1GKH5,Fungi,Ascomycota,Zymoseptoria
A0A2H1GNC2,Fungi,Ascomycota,Zymoseptoria
A0A2H1H3J1,Fungi,Ascomycota,Zymoseptoria
A0A2H1H541,Fungi,Ascomycota,Zymoseptoria
A0A2H1H7W6,Fungi,Ascomycota,Zymoseptoria
A0A2H1H8F5,Fungi,Ascomycota,Zymoseptoria
A0A2H2ZLL5,Fungi,Ascomycota,Trichoderma
A0A2H3ABG1,Fungi,Ascomycota,Trichoderma
A0A2H3AMN4,Fungi,Basidiomycota,Armillaria
A0A2H3BBQ8,Fungi,Basidiomycota,Armillaria
A0A2H3BJ78,Fungi,Basidiomycota,Armillaria
A0A2H3BKV9,Fungi,Basidiomycota,Armillaria
A0A2H3BKW9,Fungi,Basidiomycota,Armillaria
A0A2H3BM37,Fungi,Basidiomycota,Armillaria
A0A2H3BQM6,Fungi,Basidiomycota,Armillaria
A0A2H3BR86,Fungi,Basidiomycota,Armillaria
A0A2H3BRY6,Fungi,Basidiomycota,Armillaria
A0A2H3BYM4,Fungi,Basidiomycota,Armillaria
A0A2H3C2Q4,Fungi,Basidiomycota,Armillaria
A0A2H3C2Z9,Fungi,Basidiomycota,Armillaria
A0A2H3CDL4,Fungi,Basidiomycota,Armillaria
A0A2H3CDP6,Fungi,Basidiomycota,Armillaria
A0A2H3CFI2,Fungi,Basidiomycota,Armillaria
A0A2H3CZT2,Fungi,Basidiomycota,Armillaria
A0A2H3D0E4,Fungi,Basidiomycota,Armillaria
A0A2H3D1Q0,Fungi,Basidiomycota,Armillaria
A0A2H3DHE5,Fungi,Basidiomycota,Armillaria
A0A2H3DHG0,Fungi,Basidiomycota,Armillaria
A0A2H3DK47,Fungi,Basidiomycota,Armillaria
A0A2H3E1W7,Fungi,Basidiomycota,Armillaria
A0A2H3E3C8,Fungi,Basidiomycota,Armillaria
A0A2H3E6P4,Fungi,Basidiomycota,Armillaria
A0A2H3E8H0,Fungi,Basidiomycota,Armillaria
A0A2H3EQM1,Fungi,Basidiomycota,Armillaria
A0A2H3ES32,Fungi,Basidiomycota,Armillaria
A0A2H3FCN1,Fungi,Ascomycota,Fusarium
A0A2H3G244,Fungi,Ascomycota,Fusarium
A0A2H3GAU2,Fungi,Ascomycota,Fusarium
A0A2H3GBU2,Fungi,Ascomycota,Fusarium
A0A2H3GCF0,Fungi,Ascomycota,Fusarium
A0A2H3GF76,Fungi,Ascomycota,Fusarium
A0A2H3GFQ3,Fungi,Ascomycota,Fusarium
A0A2H3GLJ8,Fungi,Ascomycota,Fusarium
A0A2H3GPA0,Fungi,Ascomycota,Fusarium
A0A2H3GPD7,Fungi,Ascomycota,Fusarium
A0A2H3GQY4,Fungi,Ascomycota,Fusarium
A0A2H3GS61,Fungi,Ascomycota,Fusarium
A0A2H3H030,Fungi,Ascomycota,Fusarium
A0A2H3H6R0,Fungi,Ascomycota,Fusarium
A0A2H3HDD6,Fungi,Ascomycota,Fusarium
A0A2H3HH77,Fungi,Ascomycota,Fusarium
A0A2H3HKI2,Fungi,Ascomycota,Fusarium
A0A2H3HNW1,Fungi,Ascomycota,Fusarium
A0A2H3HRC3,Fungi,Ascomycota,Fusarium
A0A2H3HRT2,Fungi,Ascomycota,Fusarium
A0A2H3HYJ4,Fungi,Ascomycota,Fusarium
A0A2H3HZX2,Fungi,Ascomycota,Fusarium
A0A2H3J1M4,Fungi,Basidiomycota,Wolfiporia
A0A2H3J9C6,Fungi,Basidiomycota,Wolfiporia
A0A2H3JRM0,Fungi,Basidiomycota,Wolfiporia
A0A2H3S4M3,Fungi,Ascomycota,Fusarium
A0A2H3S6Y7,Fungi,Ascomycota,Fusarium
A0A2H3S7A7,Fungi,Ascomycota,Fusarium
A0A2H3SBP2,Fungi,Ascomycota,Fusarium
A0A2H3SRM4,Fungi,Ascomycota,Fusarium
A0A2H3SVM4,Fungi,Ascomycota,Fusarium
A0A2H3SWR3,Fungi,Ascomycota,Fusarium
A0A2H3SXE9,Fungi,Ascomycota,Fusarium
A0A2H3SXS3,Fungi,Ascomycota,Fusarium
A0A2H3T284,Fungi,Ascomycota,Fusarium
A0A2H3T9N0,Fungi,Ascomycota,Fusarium
A0A2H3TBA4,Fungi,Ascomycota,Fusarium
A0A2H3TCJ1,Fungi,Ascomycota,Fusarium
A0A2H3TD69,Fungi,Ascomycota,Fusarium
A0A2H3TEA3,Fungi,Ascomycota,Fusarium
A0A2H3TG04,Fungi,Ascomycota,Fusarium
A0A2H3TKE6,Fungi,Ascomycota,Fusarium
A0A2H3TN46,Fungi,Ascomycota,Fusarium
A0A2H3TNC8,Fungi,Ascomycota,Fusarium
A0A2H3TRA5,Fungi,Ascomycota,Fusarium
A0A2H3TU20,Fungi,Ascomycota,Fusarium
A0A2H4GW12,Animals,Chordata,Cyprinus
A0A2H4KE07,Animals,Chordata,Kurixalus
A0A2H4KE08,Animals,Chordata,Kurixalus
A0A2H4KE09,Animals,Chordata,Kurixalus
A0A2H4KE26,Animals,Chordata,Kurixalus
A0A2H4KE27,Animals,Chordata,Kurixalus
A0A2H4KE30,Animals,Chordata,Kurixalus
A0A2H4KE37,Animals,Chordata,Kurixalus
A0A2H4KE41,Animals,Chordata,Kurixalus
A0A2H4KE45,Animals,Chordata,Kurixalus
A0A2H4KE46,Animals,Chordata,Kurixalus
A0A2H4KE47,Animals,Chordata,Kurixalus
A0A2H4KE51,Animals,Chordata,Kurixalus
